style-scope src,style-scope,yt-simple-endpoint href,yt-simple-endpoint,yt-simple-endpoint href 3,yt-core-attributed-string,yt-core-attributed-string__link,yt-core-attributed-string__link href,style-scope 3,yt-core-attributed-string 3
https://yt3.ggpht.com/0wPqFf1_N0q0Yf61_B3oq2a73GJaNwU9nDPAQu6pqvSsns_vE00QOYCww1HJoEsGjNk9Fgyi=s88-c-k-c0x00ffffff-no-rj,@tayyab.sheikh,https://www.youtube.com/@tayyab.sheikh,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyFDTmeMZ1hdpNg3sJ4AaABAg,"nums = [52,6,2,1,6,1,5,29,2,5,72]
print(max(nums))",01:59:37,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=7177s,2,
https://yt3.ggpht.com/ytc/AIdro_mjy-sGHzj7zQAZPg8cVb5rZ89jYsJmuXe0YXyH7kuwOV8=s88-c-k-c0x00ffffff-no-rj,@Ethan-xy4ih,https://www.youtube.com/@Ethan-xy4ih,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwVxTunYB8XJtJAo3d4AaABAg,I can't even imagine how long it took to complete this video. Thanks a ton for your effort.,,,492,2 replies
https://yt3.ggpht.com/ytc/AIdro_kMl4NgxrGejBzxKPEDVdD_sM5Cc1mlfLSK54H_MZ4BBIo=s88-c-k-c0x00ffffff-no-rj,@theximera13,https://www.youtube.com/@theximera13,1 year ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzlWh4HLZO4hiqw8o14AaABAg,"I've started from 1 hour python tutorial,  and I like it very much. Appreciate to you Mosh and people like you who spares no effort to teach people!",,,90,
https://yt3.ggpht.com/ytc/AIdro_mPabivsOtHwXw1CqO_T6L89UztDIXERMIJXSuWVWvasQ=s88-c-k-c0x00ffffff-no-rj,@flowersunny719,https://www.youtube.com/@flowersunny719,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwNmhzW7t20eFkaj7p4AaABAg,"If you're on Windows, the command to open the emoji panel is Windows Key + Period (.) or Windows Key + semicolon (;)",02:28:50,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=8930s,82,5 replies
https://yt3.ggpht.com/47jKIBGic0qqxZx2hcoq2nlaTtWqziSKpc-5dlsxOcSW4BnhsQngnkLq1cUO83fQ6WIvD3p1lKs=s88-c-k-c0x00ffffff-no-rj,@iprimuspro,https://www.youtube.com/@iprimuspro,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwEwRw89ovaHmWZ00d4AaABAg&pp=0gcJCSMANpG00pGi,"Today is 2nd January 2025. Watching this video to learn Python. Gonna turn 17 this month. Been procrastinating for a long time, had plans to teach myself programming long time ago. 2025 feels fresh, new beginning. I'll comeback here on the day when I am at a really good position!",,,363,29 replies
https://yt3.ggpht.com/bCMMtaPDVOj-lYvBbGXjE2F5Ul8bZ3FGIM_h-loK2IIbvRC8TcLXYSGYc8EizW8pwoNMlSUa=s88-c-k-c0x00ffffff-no-rj,@kamal-hassan,https://www.youtube.com/@kamal-hassan,1 year ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwUmViQRDKEwBCLqrx4AaABAg,I can’t believe it’s 4 years ago already. This course is where I started my coding journey. I came back to it today to remind myself some concepts. Thank you Mosh for this incredible resource!,,,579,18 replies
https://yt3.ggpht.com/ytc/AIdro_l4_wK6pALuOzI1YK7Fyk0ArZ79V9uvLDh9j4-uiEeCWQ=s88-c-k-c0x00ffffff-no-rj,@cyanozoid2706,https://www.youtube.com/@cyanozoid2706,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugzw3wg31Ec0UgV32dZ4AaABAg,"This is one of the best Python tutorials I've seen on YouTube. You're a real godsend, Mosh!",,,82,4 replies
https://yt3.ggpht.com/flJkX7TnetOMjtM38OzSTkIVEJi-uaB2baesMipzdebo058oaT7IbtxsMzEUBHCDE95yEMBcF-g=s88-c-k-c0x00ffffff-no-rj,@Jake-fj6pg,https://www.youtube.com/@Jake-fj6pg,2 months ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzMf3MxMj-IC7F6XwZ4AaABAg,"Here is a table of contents for all exercises. (I'll update as I complete them.)

 Hospital Exercise
 Weight Converter Exercise
 Credit Exercise
 Name Exercise
 Weight Converter Exercise Pt 2
 Car Game Exercise
 Shopping Cart Exercise
 F Exercise
 Number Finder Exercise
 Number Remover Exercise
 Phone Number Exercise
 Def Emoji Converter Exercise
 Person Class Exercise
 Organize Max Exercise",17:28,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=1048s,,
https://yt3.ggpht.com/1QvC76R5v-5nj4101vlHh7KtdZt3ylxQz9fbQCMqLIvkvNsTtty3tcvx7PbpgraNOhFkmOVhwA=s88-c-k-c0x00ffffff-no-rj,@exolorant6229,https://www.youtube.com/@exolorant6229,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzxfMYXCBSSBDjvymp4AaABAg,imagine disliking a 6 hour pyhton tutorial and the guy released it for free,,,9.8K,146 replies
https://yt3.ggpht.com/ytc/AIdro_kUUcHBfFzuSIVLIwzRUm04KU-P42s5PPDcV7mlR-g=s88-c-k-c0x00ffffff-no-rj,@angusmiller574,https://www.youtube.com/@angusmiller574,1 year ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzBCZvRzqnBBtWPZPt4AaABAg,"Mosh you're the best teacher on the internet! Having completed courses at college and on coursera I keep coming back, your way of explaining and structuring lessons is simply better than anyone else out there - Thank you!!!",,,55,
https://yt3.ggpht.com/ytc/AIdro_ngRB5573lCQQCDbttqKt5LEuTnYqNqtCJm8hBKhROgzctp8kdESRIcRFD2r9DO68HznQ=s88-c-k-c0x00ffffff-no-rj,@yyunkyy,https://www.youtube.com/@yyunkyy,2 months ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzVPbaPyyrzBVkmpet4AaABAg,"String/format-s  
Nested Loop 
Functions 
Op. precedence 
Lists 
Modules 
If logic operator 
Tuples 
Machine learn 
While loop 
Dictionary",00:29:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=1740s,1,
https://yt3.ggpht.com/jCkjX7rtsw6rT1iHF-knYRzQkW_sBgaUpsnOy8pn9GnBpzkOivr3fTQ6reSIqPOwoQrbSgg2=s88-c-k-c0x00ffffff-no-rj,@betterdontcallme,https://www.youtube.com/@betterdontcallme,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwHEVmdL9grtjvvcN14AaABAg,"If anyone wondering how to get the emoji keyboard on Windows, try [Windows Key(⊞) + Period(.)]",02:28:48,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=8928s,49,11 replies
https://yt3.ggpht.com/ytc/AIdro_kdd1e4TJGGvQ4juMbRxY9TRLv1MQsdGlooUN24ZoQO6zg=s88-c-k-c0x00ffffff-no-rj,@anudeepaghosh,https://www.youtube.com/@anudeepaghosh,2 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyaSbhioWtBsrmAMD94AaABAg,"I am at about 3h15min in this course and I just stopped by to tell you that you are an amazing teacher. Totally love the way you teach and explain. I had basic knowledge on Java but that is from a long time ago and I was rusty. This has been so helpful, so interesting, I am really in lack of words. Thanks so much for everything.",,,584,13 replies
https://yt3.ggpht.com/ytc/AIdro_lqDVH4GAK6e1DnrAqPirUk5DkJm2nsdNt9ZATgD56aqw=s88-c-k-c0x00ffffff-no-rj,@mikevoyce,https://www.youtube.com/@mikevoyce,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxHtemm2Hd9gvPEdu94AaABAg,"As a retired teacher and lecturer, I admire Moshe's pace and pitch; really helpful",,,284,9 replies
https://yt3.ggpht.com/JZbYTW9RMA2LD6Pll2GHQjEeixk5HFkTEX2tCItPVGl5Wr_zAyrtT4Q9ZQXnl7whQ2x3GVRbifQ=s88-c-k-c0x00ffffff-no-rj,@anshu53337,https://www.youtube.com/@anshu53337,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugwin5TsLO3MdbqyVFR4AaABAg&pp=0gcJCSMANpG00pGi,"weight = input(""Weight: "")
if not weight.isdigit():
    print(""Enter a numerical value!"")
else:    
    unit = input(""(L)bs or (K)g: "")
    if unit.lower() == ""l"":
        kg = float(weight)/2.2222222222222222
        print(f""You are {kg} kilos"")
    elif unit.lower() == ""k"":
        lbs = float(weight)*2.2222222222222222
        print(f""You are {l} pounds"")
    else:
        print(""Enter a valid unit"")",01:16:33,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=4593s,,
https://yt3.ggpht.com/f64btcTayrwdABKTt1v97QklMEK-njC2CJgUcMscpOGr8uZXPqFK1zVe00VIp5WXHDTfWyrF_Q=s88-c-k-c0x00ffffff-no-rj,@ArpanNeupaneProductions,https://www.youtube.com/@ArpanNeupaneProductions,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgweUHkVZhYlqJs6iuB4AaABAg,"If you are using Windows, then press WindowsKey+Period to access the emojis.",02:28:46,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=8926s,59,8 replies
https://yt3.ggpht.com/ytc/AIdro_m08lIATZJM5bSh5ZA-dJqcJ1iGVPKfZQ5fQDISnqOc20o=s88-c-k-c0x00ffffff-no-rj,@TheRkmutube,https://www.youtube.com/@TheRkmutube,5 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugw-xr5jYVXNawgDicp4AaABAg,"Here's the table of content for you. Enjoy! 

 Introduction
 Installing Python
 Your First Python Program
 How Python Code Gets Executed 
 How Long It Takes To Learn Python 
 Variables
 Receiving Input
 Python Cheat Sheet
 Type Conversion
 Strings
 Formatted Strings
 String Methods
 Arithmetic Operations
 Operator Precedence
 Math Functions
 If Statements
 Logical Operators
 Comparison Operators
 Weight Converter Program 
 While Loops
 Building a Guessing Game
 Building the Car Game
 For Loops
 Nested Loops
 Lists
 2D Lists
 My Complete Python Course 
 List Methods
 Tuples
 Unpacking
 Dictionaries
 Emoji Converter
 Functions
 Parameters
 Keyword Arguments 
 Return Statement
 Creating a Reusable Function 
 Exceptions
 Comments
 Classes
 Constructors
 Inheritance
 Modules
 Packages
 Generating Random Values
 Working with Directories 
 Pypi and Pip
 Project 1: Automation with Python
 Project 2: Machine Learning with Python 
 Project 3: Building a Website with Django",00:00:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc,14K,468 replies
https://yt3.ggpht.com/0wPqFf1_N0q0Yf61_B3oq2a73GJaNwU9nDPAQu6pqvSsns_vE00QOYCww1HJoEsGjNk9Fgyi=s88-c-k-c0x00ffffff-no-rj,@tayyab.sheikh,https://www.youtube.com/@tayyab.sheikh,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugysg4wWZdmmVjiTpQ94AaABAg,"```python
import random

firstval = random.randint(1,6)
secondval = random.randint(1,6)

print(f'({firstval},{secondval})')
```",03:41:41,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=13301s&pp=0gcJCTAAlc8ueATH,2,
https://yt3.ggpht.com/u2In5CfiPh6uNWdvxfeKlEC8eRXS4HbQKwKLZvq5uMZzlPmvnni0fyKaopB0HdA-9k6Q5deIcQ=s88-c-k-c0x00ffffff-no-rj,@tayseers3116,https://www.youtube.com/@tayseers3116,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzRJ0npIoyumuN1aWR4AaABAg,"This man spent days for all we know and released it for free, man some good people are still among us in this world.
Much love man!",,,162,1 reply
https://yt3.ggpht.com/ytc/AIdro_neIcQdd7x9NUcGKr9DFuuHJTMYKT3_sfe0LyjA57E9g00=s88-c-k-c0x00ffffff-no-rj,@aditi8137,https://www.youtube.com/@aditi8137,4 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugw0rSP9jS6ahISEGeV4AaABAg,"for people starting out

don't worry if you watched 5 minutes of his video and ended up practicing for 60 minutes. That's actually the most practical way to learn. Here is how i learn :

I finish two topics and then i spend time practicing both of them together, then when i learn the next topic i practice all three topics together. That way i don't forget. Don't get frustrated just slow down relax and practice and before you know it you'll be done :)

Pro tips
: If you're watching in laptop watch in cinema mode [full screen] 
Open a google docs or a word document and write some code that. you find hard to understand and then learn it step by step.
Before starting to watch the video again, review the material and revise it before learning a new topic
You can refer to his cheat sheet too! Anytime you're stuck :) You can also make your own cheat sheet :)",,,427,16 replies
https://yt3.ggpht.com/OMVYwFaiihdS1mZ2tC_zAB1AEpZG-0yPiVhe9IG7F3E6g0AiZG0C1mphHPTZ70mh1HYJ3pXx=s88-c-k-c0x00ffffff-no-rj,@dingra8993,https://www.youtube.com/@dingra8993,11 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyAs6J_CpJfErbjdtJ4AaABAg,I am starting my journey of learning Python in the year 2024 i want to become a freelancer data scientist who can work from anywhere and travel whenever they want... In future when i become something i will come back to update on that. All the very best everyone .,,,500,37 replies
https://yt3.ggpht.com/tscKF97d7ZWxlHjGF0j66o9HiwYPlE4WuHhc7pTZfzOkNfAZXJqZ5ht081VnREd5RmWcXKDAOw=s88-c-k-c0x00ffffff-no-rj,@Kautharahmad-Mo,https://www.youtube.com/@Kautharahmad-Mo,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzYByfTgLnNbCIgJZN4AaABAg,"for windows, you can get emojis by pressing windows & semi-colon",02:28:48,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=8928s,3,
https://yt3.ggpht.com/ytc/AIdro_kix-T7dnkScF0fDVJRYiJPiE3CtbJJ4fX1p2qYsnN1TSxa=s88-c-k-c0x00ffffff-no-rj,@Don-se5mx,https://www.youtube.com/@Don-se5mx,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzsSQtsPnEx2S6nD0l4AaABAg,"Hi guys on 
If product.image_url does not work when rendering the source of the image use product.image since you already added the image link to each product when modeling the products before

Pls like so many people can see this",06:05:47,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=21947s&pp=0gcJCTAAlc8ueATH,74,3 replies
https://yt3.ggpht.com/ytc/AIdro_m5oqXGm4KyGx3L7unUSwmrEiafp5K0YoXOA5MGZyIruw=s88-c-k-c0x00ffffff-no-rj,@FlipYourLearning,https://www.youtube.com/@FlipYourLearning,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgznTH1C22vWY_Ft1Z14AaABAg&pp=0gcJCSMANpG00pGi,"Thanks for this tutorial. Awesome explanations perfect for beginners. Particularly loved the exercises, as they ensure that the concepts really stick with us because we put them into practice. I'm personally learning coding to create apps that help people learn biology and maths (my true areas of expertise). Would also love to understand machine learning as I believe that it can have a big impact on our world and our understanding of science.",,,1.3K,25 replies
https://yt3.ggpht.com/D0lq1pCrPV0varjvwhiiERdd240MuAw6yI15I3RzZuxQDvla9ro8g0kl_yLkSk5z11QmFWb16cg=s88-c-k-c0x00ffffff-no-rj,@arai_music,https://www.youtube.com/@arai_music,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyHT6kGP7LJMqXcYrx4AaABAg,"me: printing ""Hello World"" for the first time in python

my brain: ""I feel like I was born for this. Now I just need a few extra skills in AI and then I'm gonna work for Apple and Google. Soon, we'll be rich, mom.""",,,1.4K,30 replies
https://yt3.ggpht.com/NbSt52VqSg8iwbe613ms_J05wuxzjeZrsFYYRbc1ISOSsNXuyJxDpslOlUaYMZXHiE4KAMsO=s88-c-k-c0x00ffffff-no-rj,@Snouffer,https://www.youtube.com/@Snouffer,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxapCiP607ZfbJdxFF4AaABAg,"You could also add an ""and"" in the while  and make 2 more variables: secret_count and secret_limit : while guess_count < guess_limit and secret_count < secret_limit and add ""secret_count += 1 "" in if you guess if",01:29:02,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=5342s,,
https://yt3.ggpht.com/ypKm4VyFPU_gcn7mvx7YCskA9EC2FS3iVkW0yqSoJeby_5TenWP9h5KXs7RcWZXgcpwOh4QTJ1M=s88-c-k-c0x00ffffff-no-rj,@nadineb234,https://www.youtube.com/@nadineb234,1 year ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugzl3lTIuKfFzbS74ZB4AaABAg,"Wow, so much useful information and for free! I am so happy and grateful to find your channel!
Day 1 (4 June 2023) 
Day 2 (5 June 2023)  - it seems more difficult than yesterday, have to rewatch some moments to have a better grasp",01:06:39,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=3999s,44,5 replies
https://yt3.ggpht.com/ytc/AIdro_n8ukRpf9rOLUU0r_1w6fwTA0sozZsjs1-Nn8RDi7c_N4M=s88-c-k-c0x00ffffff-no-rj,@chrisgraff2103,https://www.youtube.com/@chrisgraff2103,1 year ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzJZKOlQDQuvRWskV94AaABAg,I work in tech but have always been a major hardware guy. I am watching these videos to learn to code and grow my skill set. 6 hours of video with examples and mini tests. Thank you so much!,,,117,1 reply
https://yt3.ggpht.com/ytc/AIdro_kNeqAI9PNSTJ5Iraj7UmGbj2VqH6ubcFkuADVbqMM=s88-c-k-c0x00ffffff-no-rj,@ussrnamewastaken7429,https://www.youtube.com/@ussrnamewastaken7429,5 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyxVVQR8ays1v6ZTY14AaABAg&pp=0gcJCSMANpG00pGi,"Have to begin at: 
(Yeah im keeping track for myself, so i know where to begin tomorrow.)",01:48:06,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=6486s,61,2 replies
https://yt3.ggpht.com/ytc/AIdro_mhOsVvyiOR2DKy9B1rrzX-He2qQZ1jqeEpHRZoUYxTFaBeYJh5jM0kO6i-v0IKU5wb0w=s88-c-k-c0x00ffffff-no-rj,@Hamakefi456,https://www.youtube.com/@Hamakefi456,3 months ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugw9id80P_GuC2idkn14AaABAg,"correct_guess = 9
i = int(input(""Guess: ""))
a = 1

while (i != correct_guess) and (a<3):
      i = int(input(""Guess: ""))
      if i == correct_guess:
           print(""congratulation"")
      a += 1
if i == correct_guess:
      print(""congratulation"")
else:
      print('Sorry you failed' )
I just started",01:30:36,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=5436s,,
https://yt3.ggpht.com/ytc/AIdro_n2f5ORgQpAIRAeT8S0GSZEnzyGYpUskrvf23Wp4OYzUFE=s88-c-k-c0x00ffffff-no-rj,@onlytyrone,https://www.youtube.com/@onlytyrone,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgynpkfA6aXaO_p1PB54AaABAg,"I haven't began watching it, but the fact that there are sites out there charging ridiculous amounts of money to teach this and this guy has taken over six hours to teach it for free; I definitely appreciate the effort: Liked, Subscribed and voted for him",,,492,8 replies
https://yt3.ggpht.com/ytc/AIdro_kv9_aq3BwPElbH44Wwh214t0zPmQWEXwbR8gxn_C8=s88-c-k-c0x00ffffff-no-rj,@judetiangan7716,https://www.youtube.com/@judetiangan7716,1 year ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxMrUDHZkvtzBTUy8R4AaABAg,Bro i'm crying i don't think Mosh is even at 100k subs when he posted this and now he is 3.85mil.,,,146,5 replies
https://yt3.ggpht.com/z_U45jCS4EOXm8-7IslqPVun26kT7HqqTH4a2bgrkVSTkZGfNRuym4q3A2sInx0cOIeClaV8ew=s88-c-k-c0x00ffffff-no-rj,@Martiano,https://www.youtube.com/@Martiano,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxI0qok46Ph8KdbuHR4AaABAg,"Went through many courses online and videos also, but this one is by far the most user-friendly and enjoyable one! Thanks a lot, Mosh! Keep rockin` !!",,,81,3 replies
https://yt3.ggpht.com/ytc/AIdro_lImVEFshLCzwKPwsKil_wI44W3fLO5VgHisdM_-Jtm5ZMsPSMXFTRot9-tSU3zW38Ftw=s88-c-k-c0x00ffffff-no-rj,@AbA-bi5dz,https://www.youtube.com/@AbA-bi5dz,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwzuUeAac-43XMx00V4AaABAg&pp=0gcJCSMANpG00pGi,"If you know what ""BODMAS (bracket of division multiplication addition subtraction)"" is then you should understand what is meant at . BODMAS is the system you use to know the order when solving some low-level complex algebra setup.",52:54:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=3174s,1,
https://yt3.ggpht.com/HCv0fXFEEcD0HRyF0_qR1K7b7qO3KCzmIoyH1DEJYB94CIUFhIE5i2t2IDIPX97W1-DK4hegww=s88-c-k-c0x00ffffff-no-rj,,https://www.youtube.com/@programmingwithmosh,9 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxVrN6wJG5ThOXzCYl4AaABAg,Some people had problem downloading the supplementary materials. I uploaded the files to a GitHub repository so now everyone should be able to access them:,https://github.com/mosh-hamedani/python-supplementary-materials,https://www.youtube.com/redirect?event=comments&redir_token=QUFFLUhqa2ZyWmwtcGVqa1hYbmJJUnNjbEFJRks3V2E3QXxBQ3Jtc0ttSnZDSkVYempLOUdsTi02NnFzQzlOQWtfNjNjX0NGcTNJS0g2eGJ6ejBXQy13SDJUQktibzBDU0YxeUJZVS1nek5RcHhuWDRDbkgtUzhua3dncTZaVkVwbnc1YUJJeEJSOGVGSHFBZjV0VjZUSDZDZw&q=https%3A%2F%2Fgithub.com%2Fmosh-hamedani%2Fpython-supplementary-materials,53,5 replies
https://yt3.ggpht.com/ytc/AIdro_lBBrNtZBbQUnB_RUKrVR6a9uqI97pND-gVUIjU2FGaTQ=s88-c-k-c0x00ffffff-no-rj,@taiwanacountry,https://www.youtube.com/@taiwanacountry,1 year ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyQJSSl_lbTKvHVDbJ4AaABAg,"Fantastic course for absolute beginners with ZERO programming experience. I have been doing a paid course for a 1 week now and find it slow and frustrating, but within a half hour of this course I already learned more that I did over 7 days worth of that paid course. Thank you so much! I look forward to be learning more from you and explore the life where things are automated!!!",,,52,
https://yt3.ggpht.com/o1M-VH-VdOlkERrkzU9RNIBAcEUEHASzD__PgKHzBVuLFV8y9vG0OzjbQNXNzBgD2LDU8fS3=s88-c-k-c0x00ffffff-no-rj,@Messiah184-c8u,https://www.youtube.com/@Messiah184-c8u,3 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxL0RhAd-UPF0EvPBd4AaABAg,"I am 12 years old, and i am learning python so I can get my dream job as programmer at NASA. As they say that it's never too early to start learning what you have a passion for.",,,600,80 replies
https://yt3.ggpht.com/ytc/AIdro_n2GNkrSYW2HM9wpZVcA3ue4KpbD-2IKy8aOqqcNtXsVfU=s88-c-k-c0x00ffffff-no-rj,@rahulvora277,https://www.youtube.com/@rahulvora277,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgymtHxBugG9Ssb_rst4AaABAg,"for emoji box in windows  Windows Key + . (period)
 OR
 Windows Key + ; (semicolon)",02:28:52,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=8932s,5,
https://yt3.ggpht.com/ytc/AIdro_kvCYWyftcYsbPiWRGbrwUfb8txHhXQbAmyybhj0E-VWIc=s88-c-k-c0x00ffffff-no-rj,@cristi5137,https://www.youtube.com/@cristi5137,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyjSyjTCrrJ-ZtoaMJ4AaABAg,Huge respect for the guy who subtitled 6 hours of content,,,639,16 replies
https://yt3.ggpht.com/ytc/AIdro_kaXUL-sYRhyn5yL2i2RlD3RFmRMRddXWCOzj8JdB9A0BM=s88-c-k-c0x00ffffff-no-rj,@emydiusmontesa2568,https://www.youtube.com/@emydiusmontesa2568,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugx2P-_SOasUdYdtyNJ4AaABAg,I'm 2 minutes in and all I can say is that I would trust this man with my life.,,,580,19 replies
https://yt3.ggpht.com/Blt1PQWV8ppZ3bUUTs8gS5mqKSgTm1TNAGfaAC45LSL7IgO3GpOqBbHjAkVTT7eFrh6tT2Hn=s88-c-k-c0x00ffffff-no-rj,@iamakifislam,https://www.youtube.com/@iamakifislam,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugzicw_jnHLWDtKOb5Z4AaABAg,"- In Windows, you can also get emojis by pressing 
WINDOW KEY + period

Just like these :",02:28:55,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=8935s,50,9 replies
https://yt3.ggpht.com/ytc/AIdro_lphf7WRZOgb23cYZ8h2EYKgaHp4qNvZk9JP0ZQnXE=s88-c-k-c0x00ffffff-no-rj,@สุทิวัชชาญศิลปากร,https://www.youtube.com/@%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%B4%E0%B8%A7%E0%B8%B1%E0%B8%8A%E0%B8%8A%E0%B8%B2%E0%B8%8D%E0%B8%A8%E0%B8%B4%E0%B8%A5%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%A3,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgynMHFUHVfqGcRolNx4AaABAg,"I’m back to say thank you again—five years since I first learned Python from your video. From my very first print(""hello world"") to writing small calculation programs on a black screen in Jupyter within VS Code, your video took me from worker who scanning  barcodes in a factory to becoming a data analyst.

Three years ago, I started learning other languages and fully developed into a full-stack developer. I still use Python regularly (mainly for writing FastAPI). Sometimes, I feel discouraged when my code fails, but ever since I learned from your video, I’ve been incredibly proud of how far I’ve come.

Thx. Mosh",,,3,
https://yt3.ggpht.com/ytc/AIdro_mgvjo_6j1BzHBrt9x3Xj02_0Wck4VNL5P1MpogJtRfbXU=s88-c-k-c0x00ffffff-no-rj,@DineshKiran,https://www.youtube.com/@DineshKiran,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxTS0QHNhN5GIJP5AZ4AaABAg,"Why would you dislike something like this. He has basically spent hours of his lifetime to create quality content that even non-IT people could easily understand. Kudos to you, Mosh. Top class work.",,,523,6 replies
https://yt3.ggpht.com/ytc/AIdro_nxRk1ZlxDpxIkUzh07UWBK418M4Mb_z2MNHQDnvyzW7g=s88-c-k-c0x00ffffff-no-rj,@harmalauri3891,https://www.youtube.com/@harmalauri3891,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyGIKgV-nfOusiiw5N4AaABAg,I'm learning so much more in this 6 hour YT video than on a whole four months university course on python. You show just the essentials in such a lucid manner that it's easy to follow and integrate everything you cover. Thank you so much for putting this out for free Mosh,,,395,5 replies
https://yt3.ggpht.com/ytc/AIdro_lnK1kDOlJ279bFSCSGuA-vvnktfRwuuFvXkI__5h5axA=s88-c-k-c0x00ffffff-no-rj,@oldlorenz9567,https://www.youtube.com/@oldlorenz9567,4 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugx_G1eqFBKXRU5G3ct4AaABAg,I started learning python with this particular course a year ago. Now I  will start my first internship in a few month. Really recommend this amazing course. Thanks Mosh !,,,80,8 replies
